id,observed_on_string,observed_on,time_zone,out_of_range,created_at,updated_at,quality_grade,url,tag_list,description,num_identification_disagreements,captive_cultivated,place_guess,latitude,longitude,positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
4295962,2016/09/27,2016-09-27,Auckland,,2016-10-08 07:25:30 UTC,2019-05-09 04:58:01 UTC,research,http://naturewatch.org.nz/observations/4295962,Wetland,Common in peat bogs                               ,0,false,"Lower Rakeahua Valley, Stewart Island, New Zealand",-46.9827138987,167.8825040354,952,,,false,,,Rosy Sundew,Drosera spatulata,Rosy Sundew,Plantae,122208
4296094,2016/10/08 8:07 AM NZDT,2016-10-08,Wellington,,2016-10-08 10:09:13 UTC,2019-01-17 03:59:04 UTC,research,http://naturewatch.org.nz/observations/4296094,"","This has the identifying feature of the distinct hairs on the back of the flowers, making it D. hookeri.

Amazing how good a photo can be taken when it is not raining! *LOL*",0,false,Earth Wall Track,-34.4853183333,172.8729666667,,,,false,,,Drosera gunniana,Drosera gunniana,,Plantae,823782
4296099,2016/10/08 9:19 AM NZDT,2016-10-08,Wellington,,2016-10-08 10:09:15 UTC,2019-01-17 03:59:16 UTC,research,http://naturewatch.org.nz/observations/4296099,"","This has the identifying feature of the distinct hairs on the back of the flowers, making it D. hookeri.",1,false,Earth Wall Track,-34.48402,172.867925,,,,false,,,Drosera gunniana,Drosera gunniana,,Plantae,823782
4300731,2016-10-08 2:26:06 pm NZDT,2016-10-08,Wellington,,2016-10-08 22:17:54 UTC,2017-09-25 07:25:00 UTC,research,http://www.inaturalist.org/observations/4300731,"",,0,false,"Coromandel State Forest Park, NZ-WK-TC, NZ-WK, NZ",-37.0452062,175.7065863,9,,,false,,,Drosera auriculata,Drosera auriculata,Tall sundew,Plantae,424565
4301496,2016/10/08 9:59 AM NZDT,2016-10-08,Wellington,,2016-10-09 00:00:14 UTC,2019-01-24 20:52:40 UTC,research,http://naturewatch.org.nz/observations/4301496,"",Nice to be able to find this easily now :),0,false,Earth Wall Track,-34.4699533333,172.8551783333,,,,false,,,Drosera gunniana,Drosera gunniana,,Plantae,823782
4318316,2016/10/08 10:05 PM +1300,2016-10-08,Nuku'alofa,,2016-10-11 09:34:58 UTC,2019-05-09 04:58:27 UTC,research,http://naturewatch.org.nz/observations/4318316,"",Drosera spatulata growing in damp hollow in open ground,0,false,"Tiwai Bridge, Awarua Bay, New Zealand",-46.5593914621,168.4264183044,122,,,false,,,Rosy Sundew,Drosera spatulata,Rosy Sundew,Plantae,122208
4318317,2016/10/08 10:05 PM +1300,2016-10-08,Nuku'alofa,,2016-10-11 09:34:58 UTC,2019-05-09 04:58:37 UTC,research,http://naturewatch.org.nz/observations/4318317,"","Drosera pygmaea, growing in damp hollows. Compare the plant with the pine needle in the upper left of the photo for scale.",0,false,"Southland, NZ",-46.4113892974,168.4635468252,122,,obscured,true,,,pygmy sundew,Drosera pygmaea,pygmy sundew,Plantae,122209
4373831,2016/10/13 10:26 AM NZDT,2016-10-13,Wellington,,2016-10-17 00:51:59 UTC,2017-09-25 07:22:03 UTC,research,http://naturewatch.org.nz/observations/4373831,"",I think this is what this sundew species is.,0,false,Te Arai Reserve Area,-34.7044483333,172.9361716667,,,,false,,,Drosera auriculata,Drosera auriculata,Tall sundew,Plantae,424565
4380611,2016/10/17 11:27 AM NZDT,2016-10-17,Wellington,,2016-10-17 23:53:19 UTC,2019-05-09 04:58:41 UTC,research,http://naturewatch.org.nz/observations/4380611,bt,I think this is what this one is.  Growing on the back track.,0,false,"Far North, NZ-NO, NZ",-34.6868606588,173.1528076353,4,,obscured,true,,,pygmy sundew,Drosera pygmaea,pygmy sundew,Plantae,122209
4382794,2016/10/18 2:01 PM NZDT,2016-10-18,Wellington,,2016-10-18 05:42:56 UTC,2017-09-25 07:21:58 UTC,research,http://naturewatch.org.nz/observations/4382794,"","",0,false,"Huia, Auckland 0604, New Zealand",-37.0287423389,174.5324993134,61,,,false,,,Drosera auriculata,Drosera auriculata,Tall sundew,Plantae,424565
4429742,2016/10/24 10:46 AM NZDT,2016-10-24,Wellington,,2016-10-25 00:34:44 UTC,2019-05-09 04:58:46 UTC,research,http://naturewatch.org.nz/observations/4429742,"",Nice to see this growing in the wetlands.,0,false,"Kaimaumau 0486, New Zealand",-34.903935,173.267895,,,open,false,,,Fork-leaved Sundew,Drosera binata,Fork-leaved Sundew,Plantae,54684
4429919,2016/10/24 11:02 AM NZDT,2016-10-24,Wellington,,2016-10-25 01:04:37 UTC,2019-02-14 05:16:55 UTC,research,http://naturewatch.org.nz/observations/4429919,"",Growing beside the track,1,false,"Kaimaumau 0486, New Zealand",-34.90346,173.2642966667,,,,false,,,Drosera gunniana,Drosera gunniana,,Plantae,823782
4436290,2016/10/24 12:58 PM NZDT,2016-10-24,Wellington,true,2016-10-25 23:07:48 UTC,2019-05-15 15:42:39 UTC,research,http://naturewatch.org.nz/observations/4436290,"",Growing in a wet area on the track.,0,false,"Kaimaumau 0486, New Zealand",-34.897445,173.2523183333,,,open,false,,,humped bladderwort,Utricularia gibba,humped bladderwort,Plantae,79464
4437976,2016/10/24 3:39 PM NZDT,2016-10-24,Wellington,,2016-10-26 03:44:50 UTC,2019-05-09 05:02:15 UTC,research,http://naturewatch.org.nz/observations/4437976,"",Growing in the wetland area by a track.,0,false,"Far North, NZ-NO, NZ",-34.8192419861,173.2615322897,,,obscured,true,,,pygmy sundew,Drosera pygmaea,pygmy sundew,Plantae,122209
4438148,2016/10/25 4:07 PM NZDT,2016-10-25,Wellington,,2016-10-26 04:19:09 UTC,2019-01-17 17:51:53 UTC,research,http://naturewatch.org.nz/observations/4438148,"",Yes!  Finally found this in my backyard - totally stoked.  Now will have to get rid of more of those invasive nasties that lurk around this area.,0,false,"Far North, NZ-NO, NZ",-34.6976520294,173.0261340521,4,obscured,,true,,,Drosera gunniana,Drosera gunniana,,Plantae,823782
4438149,2016/10/25 4:09 PM NZDT,2016-10-25,Wellington,,2016-10-26 04:19:09 UTC,2017-09-25 07:21:33 UTC,research,http://naturewatch.org.nz/observations/4438149,"",The usual drosera that I see around here.,0,false,,,,4,private,,true,,,Drosera auriculata,Drosera auriculata,Tall sundew,Plantae,424565
4438150,2016/10/25 4:22 PM NZDT,2016-10-25,Wellington,,2016-10-26 04:19:10 UTC,2019-05-12 03:17:30 UTC,research,http://naturewatch.org.nz/observations/4438150,"",Another common drosera around here.,0,false,,,,4,private,obscured,true,,,pygmy sundew,Drosera pygmaea,pygmy sundew,Plantae,122209
4438517,2016-10-23,2016-10-23,Auckland,,2016-10-26 06:21:39 UTC,2017-09-25 07:20:54 UTC,research,http://naturewatch.org.nz/observations/4438517,"","Think this is D auriculata. Plant starts as a rosette with a few small linear leaves, quickly develops a rosette of flycatchers, then the central shoot extends up to 30cm with random scattered flycatchers before flowering.",0,false,"Anapai track, Abel Tasman NP, Nelson",-40.811429,173.000713,6,,,false,,,Drosera auriculata,Drosera auriculata,Tall sundew,Plantae,424565
4448083,2016/10/27 9:18 AM NZDT,2016-10-27,Wellington,,2016-10-27 23:32:54 UTC,2019-05-09 04:58:51 UTC,research,http://naturewatch.org.nz/observations/4448083,"",,0,false,"Mangarakau, Tasman, New Zealand",-40.6324724045,172.5036334991,500,,,false,,,Rosy Sundew,Drosera spatulata,Rosy Sundew,Plantae,122208
4449585,2016/07/16 5:07 PM +1200,2016-07-16,Auckland,,2016-10-28 05:26:38 UTC,2019-05-09 04:59:02 UTC,research,http://www.inaturalist.org/observations/4449585,"",Sundew,0,false,Charleston 7892,-41.8658793544,171.541051045,918,,,false,gps,gps,Rosy Sundew,Drosera spatulata,Rosy Sundew,Plantae,122208
4460023,2016/10/30 3:07 AM NZDT,2016-10-30,Wellington,,2016-10-30 06:53:13 UTC,2017-09-25 07:20:37 UTC,research,http://naturewatch.org.nz/observations/4460023,"",Abundant and widespread on open and exposed track margins in gumland.,0,false,"Cornwallis, Auckland 0604, New Zealand",-36.9958912214,174.600777626,116,,,false,,,Drosera auriculata,Drosera auriculata,Tall sundew,Plantae,424565
4496106,2016/10/30 1:19 PM NZDT,2016-10-30,Wellington,,2016-11-04 23:24:40 UTC,2017-09-25 07:20:31 UTC,research,http://naturewatch.org.nz/observations/4496106,"",                               ,0,false,"Coromandel Forest Park, New Zealand",-37.0691250302,175.6542849541,61,,,false,,,Drosera auriculata,Drosera auriculata,Tall sundew,Plantae,424565
4565262,2016/11/12 2:25 PM NZDT,2016-11-12,Wellington,,2016-11-14 04:06:53 UTC,2019-05-09 04:59:07 UTC,research,http://naturewatch.org.nz/observations/4565262,"",                               ,0,false,"Bealey Valley, Arthurs Pass, New Zealand",-42.9168080398,171.5556764603,100,,,false,,,Drosera arcturi,Drosera arcturi,,Plantae,54678
4565269,2016/11/12,2016-11-12,Wellington,,2016-11-14 04:08:56 UTC,2019-05-09 04:57:42 UTC,research,http://naturewatch.org.nz/observations/4565269,"","",0,false,"Bealey Valley, Arthurs Pass, New Zealand",-42.9168080398,171.5556764603,100,,,false,,,Drosera spatulata (Drosera spathulata),Drosera spatulata,Rosy Sundew,Plantae,122208
4606701,2016/11/19 3:39 PM NZDT,2016-11-19,Wellington,,2016-11-20 20:40:28 UTC,2017-09-25 07:20:12 UTC,research,http://naturewatch.org.nz/observations/4606701,"",,0,false,"Puponga 7073, New Zealand",-40.5025746743,172.6927184604,488,,,false,,,Drosera auriculata,Drosera auriculata,Tall sundew,Plantae,424565
4607948,2016/11/21 11:34 AM NZDT,2016-11-21,Wellington,,2016-11-21 00:37:16 UTC,2019-05-12 03:16:23 UTC,research,http://naturewatch.org.nz/observations/4607948,"",Flower of the drosera pygmaea,0,false,,,,4,private,obscured,true,,,pygmy sundew,Drosera pygmaea,pygmy sundew,Plantae,122209
4607949,2016/11/21 11:35 AM NZDT,2016-11-21,Wellington,,2016-11-21 00:37:16 UTC,2019-05-12 03:16:09 UTC,research,http://naturewatch.org.nz/observations/4607949,"","I think this shows the buds of the D.pygmaea, else it will be the fruit.",0,false,,,,1,private,obscured,true,,,pygmy sundew,Drosera pygmaea,pygmy sundew,Plantae,122209
4607950,2016/11/21 12:12 PM NZDT,2016-11-21,Wellington,,2016-11-21 00:37:17 UTC,2019-05-12 03:16:05 UTC,research,http://naturewatch.org.nz/observations/4607950,"",Flower of the drosera pygmaea,0,false,,,,1,private,obscured,true,,,pygmy sundew,Drosera pygmaea,pygmy sundew,Plantae,122209
4614936,2016/10/18 1:37 PM HST,2016-10-18,Hawaii,,2016-11-22 12:32:45 UTC,2017-09-25 07:19:43 UTC,research,http://naturewatch.org.nz/observations/4614936,"","",0,false,"Abel Tasman National Park 7183, Nouvelle-Zélande",-40.9613959333,173.0544519424,61,,,false,,,Drosera auriculata,Drosera auriculata,Tall sundew,Plantae,424565
4617373,2016/11/22 2:08 PM NZDT,2016-11-22,Wellington,,2016-11-22 21:17:24 UTC,2019-05-09 04:57:37 UTC,research,http://naturewatch.org.nz/observations/4617373,"",Growing amongst Drosera spatula.,0,false,"Mangarakau, Tasman, New Zealand",-40.6411792,172.4843704,1000,,,false,,,Rosy Sundew,Drosera spatulata,Rosy Sundew,Plantae,122208
4645628,2016/11/27 1:43 PM NZDT,2016-11-27,Wellington,,2016-11-27 06:02:27 UTC,2017-09-25 07:18:52 UTC,research,http://naturewatch.org.nz/observations/4645628,"",Growing beside the drain,0,false,,,,4,private,,true,,,Drosera auriculata,Drosera auriculata,Tall sundew,Plantae,424565
4667391,2016-11-24 9.30am,2016-11-24,Auckland,,2016-11-30 19:27:46 UTC,2017-09-25 07:18:43 UTC,research,http://naturewatch.org.nz/observations/4667391,"",Upper Eskdale reserve in lichen field,1,false,Eskdale Reserve,-36.795946,174.721897,6,,,false,,,Drosera auriculata,Drosera auriculata,Tall sundew,Plantae,424565
4674333,2016/12/01 3:24 PM NZDT,2016-12-01,Wellington,,2016-12-02 00:46:39 UTC,2017-09-25 07:18:33 UTC,research,http://naturewatch.org.nz/observations/4674333,"",       ,0,false,"Opanuku Pipeline Track, Auckland",-36.8992166667,174.5653166667,,,,false,,,Drosera auriculata,Drosera auriculata,Tall sundew,Plantae,424565
4721421,2016/12/06 11:15 AM NZDT,2016-12-06,Wellington,,2016-12-06 00:09:21 UTC,2019-05-12 03:15:53 UTC,research,http://naturewatch.org.nz/observations/4721421,"","My favourite small plant, love how it is easily overlooked but when photograhed the stunning colours and textures are seen.",0,false,,,,4,private,obscured,true,,,pygmy sundew,Drosera pygmaea,pygmy sundew,Plantae,122209
4730545,1994/12/25,1994-12-25,Amsterdam,,2016-12-07 14:48:33 UTC,2019-05-09 04:57:25 UTC,research,http://www.inaturalist.org/observations/4730545,"Nieuw-Zeeland, dia",,0,false,"Fiordland National Park, Nieuw-Zeeland",-44.67726,167.9677,1000,,,false,,,Drosera arcturi,Drosera arcturi,,Plantae,54678
4755513,2016/12/11 10:35 AM NZDT,2016-12-11,Wellington,,2016-12-11 07:42:41 UTC,2017-09-25 07:18:19 UTC,research,http://naturewatch.org.nz/observations/4755513,"","",0,false,"Workman Track, Hunuas, Auckland 2583, New Zealand",-37.070278,175.249218,,,,false,,,Drosera auriculata,Drosera auriculata,Tall sundew,Plantae,424565
4780659,2015/12/21 11:02 PM NZDT,2015-12-21,Wellington,,2016-12-16 04:09:56 UTC,2017-09-22 05:13:24 UTC,research,http://naturewatch.org.nz/observations/4780659,"",,0,false,"ECNZ track, Stokes Valley, Lower Hutt 5011, New Zealand",-41.1997104479,174.9829387665,463,,,false,,,Drosera auriculata,Drosera auriculata,Tall sundew,Plantae,424565
4785156,2016/12/10 3:51 PM NZDT,2016-12-10,Wellington,,2016-12-17 04:12:09 UTC,2019-05-09 04:57:19 UTC,research,http://naturewatch.org.nz/observations/4785156,"bog, tussockland",Occasional in upland bog,0,false,"Mavora 9672, New Zealand",-45.2804074458,168.1781549685,31,,,false,,,Drosera arcturi,Drosera arcturi,,Plantae,54678
4785250,2016/12/11 9:32 AM NZDT,2016-12-11,Wellington,,2016-12-17 04:45:28 UTC,2017-09-22 05:20:13 UTC,research,http://naturewatch.org.nz/observations/4785250,"bog, flower purple",Rare in upland bog                               ,0,false,"Mavora 9672, New Zealand",-45.2809730301,168.1785412066,31,,,false,,,Utricularia dichotoma,Utricularia dichotoma,fairy aprons,Plantae,123241
4785656,2016/12/12 8:33 AM NZDT,2016-12-12,Wellington,,2016-12-17 06:07:08 UTC,2019-05-09 04:57:15 UTC,research,http://naturewatch.org.nz/observations/4785656,"sundew, coast, bank", Tiny red plants amongst Samolus repens. Rare on coastal banks.                               ,1,false,"Southland, NZ",-46.7588818762,168.3970766547,283,,obscured,true,,,pygmy sundew,Drosera pygmaea,pygmy sundew,Plantae,122209
4788536,2016/12/13 3:15 PM NZDT,2016-12-13,Wellington,,2016-12-18 00:11:33 UTC,2019-05-09 04:57:03 UTC,research,http://naturewatch.org.nz/observations/4788536,"sundew, peat, scrub",Abundant on peaty track sides through upland scrub,0,false,"Stewart Island, New Zealand",-46.999123449,167.7686599782,977,,,false,,,Rosy Sundew,Drosera spatulata,Rosy Sundew,Plantae,122208
4789473,2016/12/14 8:45 AM NZDT,2016-12-14,Wellington,,2016-12-18 04:29:41 UTC,2019-05-09 04:56:58 UTC,research,http://naturewatch.org.nz/observations/4789473,"sundew, peat, wetland, flower", On peaty substrate under subalpine scrub                              ,0,false,"Stewart Island, New Zealand",-47.0226654905,167.7352941467,244,,,false,,,Drosera stenopetala,Drosera stenopetala,,Plantae,401564
4789538,2016/12/14 9:02 AM NZDT,2016-12-14,Wellington,,2016-12-18 04:52:26 UTC,2019-05-09 04:56:52 UTC,research,http://naturewatch.org.nz/observations/4789538,"wetland, sundew, flower white",Occasional in peaty wetlands on tops around Doughboy Hill,0,false,"Stewart Island, New Zealand",-47.0173582292,167.7400371409,488,,,false,,,Drosera arcturi,Drosera arcturi,,Plantae,54678
4841582,2016-12-25,2016-12-25,Auckland,,2016-12-25 10:21:45 UTC,2019-05-09 04:56:48 UTC,research,http://naturewatch.org.nz/observations/4841582,"",cushion bog (with Cyathodes pumila),0,false,"Arthurs Pass, NZ",-42.907155,171.559613,25,,,false,,,Drosera arcturi,Drosera arcturi,,Plantae,54678
4849400,2016/12/21 5:05 PM NZDT,2016-12-21,Wellington,,2016-12-27 08:33:23 UTC,2019-05-09 04:56:41 UTC,research,http://naturewatch.org.nz/observations/4849400,"",,0,false,"Kaipara Harbour, Shelly Beach.",-36.5722682345,174.3783688545,316,,,false,,,Cape Sundew,Drosera capensis,Cape Sundew,Plantae,52656
4861694,2016/12/27 5:06 PM NZDT,2016-12-27,Wellington,,2016-12-29 09:13:34 UTC,2017-09-22 05:20:07 UTC,research,http://naturewatch.org.nz/observations/4861694,"","Utricularia dichotoma, growing in bog dominated by Chionochloa rubra cuprea",0,false,"Te Papanui, Lammermoor Range",-45.6202209391,169.8788452148,61,,,false,,,Utricularia dichotoma,Utricularia dichotoma,fairy aprons,Plantae,123241
4863864,2016-12-24 11:39:18 am NZDT,2016-12-24,Wellington,,2016-12-29 21:07:39 UTC,2018-06-23 06:05:00 UTC,research,https://www.inaturalist.org/observations/4863864,"",in a tarn/swamp with blooming droseras,0,false,"Arthurs Pass, Arthur's Pass National Park, NZ-CA-SY, NZ-CA, NZ",-43.0306183333,171.5890533333,4,,,false,gps,gps,Utricularia dichotoma,Utricularia dichotoma,fairy aprons,Plantae,123241
4892849,2016/12/30 11:29 AM NZDT,2016-12-30,Wellington,,2017-01-04 07:13:20 UTC,2019-05-09 04:56:05 UTC,research,http://naturewatch.org.nz/observations/4892849,"valley, bog, flower white, subalpine",In valley floor bog,0,false,"Fiordland National Park, New Zealand",-45.8003579902,167.4217057228,31,,,false,,,Drosera arcturi,Drosera arcturi,,Plantae,54678
4897791,2017/01/05 11:54 AM NZDT,2017-01-05,Wellington,,2017-01-05 07:34:16 UTC,2019-05-09 04:56:00 UTC,research,http://naturewatch.org.nz/observations/4897791,"",,0,false,"Kahurangi National Park 7073, New Zealand",-41.1714883333,172.7421583333,,,,false,,,Rosy Sundew,Drosera spatulata,Rosy Sundew,Plantae,122208
4902634,2017/01/02 4:58 PM NZDT,2017-01-02,Wellington,,2017-01-06 09:35:18 UTC,2017-09-25 07:16:36 UTC,research,http://naturewatch.org.nz/observations/4902634,"",,0,false,"Cannon Point walkway, Akatarawa forest, Upper Hutt 5372, New Zealand",-41.1061111111,175.0680555556,25,,,false,,,Drosera auriculata,Drosera auriculata,Tall sundew,Plantae,424565
4922836,2016/12/30 11:16 AM NZDT,2016-12-30,Wellington,,2017-01-10 09:04:08 UTC,2019-05-09 04:55:55 UTC,research,http://naturewatch.org.nz/observations/4922836,"",Locally abundant on fine silica sand along lake margin in sites that would be flooded over in winter. This is an example of the 'green morph' of this species as it occurs in New Zealand. At this location i have only ever seen the 'green morph' the next lake over it is the more usual 'red morph'.,0,false,"Northland, NZ",-35.855487784,173.6139410123,50,obscured,obscured,true,,,pygmy sundew,Drosera pygmaea,pygmy sundew,Plantae,122209
4927241,2017/01/09 5:13 PM PST,2017-01-09,Pacific Time (US & Canada),,2017-01-11 09:20:13 UTC,2019-05-09 04:55:09 UTC,research,https://www.inaturalist.org/observations/4927241,"","Pictured above is D. arcturi found at the Red Tarns in Aoraki. D. arcturi of the Dosera family, commonly known as sundew, is a carnivorous plant native to New Zealand. This is one of two native drosera species in New Zealand. This plant is a sub-alpine or alpine herb. On the North Island the herb can be found above 1500m while in the South Island it descends to sea level. Generally, they are found in wet alpine bogs, tarns, and seepages. The herb can also be found in the mountains of Australia and Tasmania.

The plant has linear leaves that rang form 1-20cm but generally remains less than 5cm. The leaves are undivided and have a wide range of colors but when in full sun turn a bright red. As the leaves begin to grow they remain folded along the center of the plant until they reach maturity and unfold. On the leaves, sundews have sticky, glandular hairs that are used to capture their prey. These hairs tend to be red and trap small bugs that can then be digested by the plant, similar to a Venus flytrap. The prey can be trapped by coming in contact with the hairs and becoming stuck due to the sticky nature.

The sundews are carnivorous in order to fulfill nutrient needs not met by the alpine soil that they live in. There few to zero nitrogen fixing plants in the alpine area where the sundew are, creating a nitrogen deficiency in the soil. To combat this deficiency the plants trap insects, which act as a source of nitrogen for the sundew.

Being angiosperms, sundews flower. They flower in the spring, from November to April, after they have grown a few upright leaves. The flowers are single and white, usually measuring around 13mm in diameter. Flowering continued from November to February and fruiting spans from January to March. As growing begins, the flowers elongate creating horn shaped hibernaculum. The hibernaculum become buried under soil or moss during the winter as protection against the snow. ",0,false,"Red Tarns, Canterbury 7999, New Zealand",-43.7494384,170.1030522,12,,,false,,,Drosera arcturi,Drosera arcturi,,Plantae,54678
4931873,2017/01/11 1:09 AM NZDT,2017-01-11,Wellington,,2017-01-12 08:03:43 UTC,2019-05-09 04:55:03 UTC,research,http://naturewatch.org.nz/observations/4931873,"","",0,false,"Kaweka Forest Park 4179, New Zealand",-39.3639659796,176.3673877716,122,,open,false,,,Fork-leaved Sundew,Drosera binata,Fork-leaved Sundew,Plantae,54684
4948522,Wed Jan 11 2017 11:32:46 GMT+1300 (GMT+13),2017-01-11,Nuku'alofa,,2017-01-15 09:35:58 UTC,2019-05-09 04:54:58 UTC,research,http://naturewatch.org.nz/observations/4948522,"",,0,false,"North West Nelson Forest Park, NZ-TS-TM, NZ-NE, NZ",-40.645086905,172.4853191247,10,,,false,,,Rosy Sundew,Drosera spatulata,Rosy Sundew,Plantae,122208
4957698,2017/01/15 3:53 PM NZDT,2017-01-15,Wellington,,2017-01-16 23:48:43 UTC,2019-05-09 04:54:53 UTC,research,https://www.inaturalist.org/observations/4957698,"",Nice to find it flowering,0,false,"Denniston 7891, New Zealand",-41.7783890335,171.7545890808,244,,,false,,,Rosy Sundew,Drosera spatulata,Rosy Sundew,Plantae,122208
4957913,2017/01/15 5:00 PM NZDT,2017-01-15,Wellington,,2017-01-17 00:18:33 UTC,2019-05-09 04:13:52 UTC,research,https://www.inaturalist.org/observations/4957913,"","",0,false,"Denniston 7891, New Zealand",-41.7716157425,171.7355561256,31,,,false,,,Drosera stenopetala,Drosera stenopetala,,Plantae,401564
4963349,2017/01/11 8:09 AM NZDT,2017-01-11,Wellington,,2017-01-17 20:05:24 UTC,2019-05-09 04:13:41 UTC,research,http://naturewatch.org.nz/observations/4963349,"Sundew, red, seeds",In wetland area.,0,false,"Queenstown-Lakes, NZ-OT, NZ",-44.666143788,168.7398520759,,obscured,,true,,,Drosera arcturi,Drosera arcturi,,Plantae,54678
4965739,2017/01/11,2017-01-11,Auckland,,2017-01-18 08:58:38 UTC,2019-05-09 04:13:34 UTC,research,http://naturewatch.org.nz/observations/4965739,"","",0,false,"Mangarakau Swamp, Golden Bay, Tasman",-40.645402,172.48505,350,,,false,,manual,Drosera spatulata,Drosera spatulata,Rosy Sundew,Plantae,122208
4975897,2016/12/30 10:52 AM NZDT,2016-12-30,Wellington,,2017-01-20 09:46:35 UTC,2019-05-09 04:13:29 UTC,research,http://naturewatch.org.nz/observations/4975897,"","",0,false,"Nelson Lakes National Park Rainbow Skifield Rd, Rainbow 7072, New Zealand",-41.8755548,172.8616776,30,,,false,,,Drosera arcturi,Drosera arcturi,,Plantae,54678
4998040,2017/01/20 10:33 PM NZDT,2017-01-20,Wellington,,2017-01-24 04:40:31 UTC,2019-05-09 04:13:23 UTC,research,http://naturewatch.org.nz/observations/4998040,"",common on claypans ,0,false,"Ruapehu District, Manawatu-Wanganui, New Zealand",-39.1986335425,175.5627250671,12,,,false,,,Rosy Sundew,Drosera spatulata,Rosy Sundew,Plantae,122208
5019635,2017-01-29 8:44:52 AM NZDT,2017-01-29,Wellington,,2017-01-29 00:35:41 UTC,2019-05-09 04:13:17 UTC,research,https://www.inaturalist.org/observations/5019635,"","",0,false,"Conservation Area - Northern Paparoa Range, NZ-WC-BU, NZ-WC, NZ",-41.874590648,171.6288171858,8,,,false,,,Rosy Sundew,Drosera spatulata,Rosy Sundew,Plantae,122208
5020469,2017/01/28 5:50 PM NZDT,2017-01-28,Wellington,,2017-01-29 03:37:05 UTC,2019-05-09 04:13:07 UTC,research,https://www.inaturalist.org/observations/5020469,"",,0,false,"Charleston 7892, New Zealand",-41.8797422426,171.638252736,61,,,false,,,Drosera arcturi,Drosera arcturi,,Plantae,54678
5025074,2017/01/28 1:52 AM NZDT,2017-01-28,Wellington,,2017-01-30 01:43:05 UTC,2019-05-09 04:13:01 UTC,research,http://naturewatch.org.nz/observations/5025074,"",,0,false,"Kahurangi National Park 7073, New Zealand",-41.1039694,172.6878661,69181,,,false,,,Rosy Sundew,Drosera spatulata,Rosy Sundew,Plantae,122208
5032490,2017/01/24 9:53 AM NZDT,2017-01-24,Wellington,,2017-01-31 08:10:42 UTC,2019-05-09 04:12:57 UTC,research,http://naturewatch.org.nz/observations/5032490,"",,0,false,"Selwyn District, Canterbury, New Zealand",-42.9106033333,171.560025,,,,false,,,Rosy Sundew,Drosera spatulata,Rosy Sundew,Plantae,122208
5036445,2017/01/23 4:42 PM NZDT,2017-01-23,Wellington,,2017-02-01 04:05:45 UTC,2019-05-09 04:12:48 UTC,research,http://naturewatch.org.nz/observations/5036445,"",This species is insectivorous with sticky saps sprawled out from the stems. Looks as if flowering occurred before this observation. Found in the subalpine bog.,0,false,"Bealey 7580, New Zealand",-43.0470161804,171.7704334393,295,,,false,,,Drosera arcturi,Drosera arcturi,,Plantae,54678
5041323,2017/01/24 7:22 AM NZDT,2017-01-24,Wellington,,2017-02-02 05:32:55 UTC,2019-05-09 04:12:35 UTC,research,http://naturewatch.org.nz/observations/5041323,"","Drosera arcturi
Sub-alpine sun dew.
Growing on small stream side, in full sun. Long red-ish foliage with sticky glandular hairs.
Apologies for the blurry photo of the flower. It was the best I could get. Some emerging and expired flowers included too.  ",0,false,"Selwyn District, Canterbury, New Zealand",-42.9105555556,171.5597222222,,,,false,,,Drosera arcturi,Drosera arcturi,,Plantae,54678
5041664,2017/01/23 12:32 PM NZDT,2017-01-23,Wellington,,2017-02-02 07:51:25 UTC,2019-05-09 04:12:30 UTC,research,http://naturewatch.org.nz/observations/5041664,"",,0,false,"Lake Pearson 7580, New Zealand",-43.0531575449,171.7738254543,488,,,false,,,Drosera arcturi,Drosera arcturi,,Plantae,54678
5049378,2017/01/28 7:39 PM NZDT,2017-01-28,Wellington,,2017-02-04 01:54:01 UTC,2019-05-09 04:12:16 UTC,research,http://naturewatch.org.nz/observations/5049378,"","",0,false,"Conservation Area - Rainbow Run, Marlborough, Marlborough, New Zealand",-42.0937483333,172.8361483333,,,,false,,,Drosera arcturi,Drosera arcturi,,Plantae,54678
5061185,2017/01/28 5:41 PM NZDT,2017-01-28,Wellington,,2017-02-06 04:38:39 UTC,2019-05-09 04:12:10 UTC,research,http://naturewatch.org.nz/observations/5061185,"",,0,false,"Selwyn District, Canterbury, New Zealand",-42.8976332534,171.5455055237,244,,,false,,,Drosera arcturi,Drosera arcturi,,Plantae,54678
5062254,2017/01/23 12:41 PM NZDT,2017-01-23,Wellington,,2017-02-06 08:56:35 UTC,2019-05-09 04:12:05 UTC,research,http://naturewatch.org.nz/observations/5062254,"","Observed in bog near edge of open, near permanent water. Linear reddish-brown leaves with many hairs bearing honey dew droplets at tips to catch invertebrate prey. Black fruit capsules  c. 1cm long.",0,false,"Bealey 7580, New Zealand",-43.0547944444,171.7869722222,,,,false,,,Drosera arcturi,Drosera arcturi,,Plantae,54678
5066707,2017/01/23 1:43 PM NZDT,2017-01-23,Wellington,,2017-02-07 04:08:18 UTC,2019-05-09 04:11:59 UTC,research,http://naturewatch.org.nz/observations/5066707,"",Found in bog near Cass Field Centre,0,false,"Bealey 7580, New Zealand",-43.0549663125,171.7839431763,244,,,false,,,Drosera arcturi,Drosera arcturi,,Plantae,54678
